OBJECTID,X,Y,areaUnitID,bicycle,bus,carStationWagon,crashDirectionDescription,crashFinancialYear,crashLocation1,crashLocation2,crashSeverity,crashSHDescription,crashYear,directionRoleDescription,fatalCount,fence,flatHill,guardRail,holiday,houseOrBuilding,kerb,light,meshblockId,minorInjuryCount,moped,motorcycle,NumberOfLanes,otherVehicleType,parkedVehicle,pedestrian,region,roadCharacter,roadLane,roadSurface,schoolBus,seriousInjuryCount,slipOrFlood,speedLimit,strayAnimal,streetLight,suv,taxi,temporarySpeedLimit,tlaId,tlaName,trafficControl,trafficIsland,trafficSign,train,tree,truck,unknownVehicleType,urban,vanOrUtility,vehicle,waterRiver,weatherA
718513,1927879.0,5601805.0,545852.0,0.0,0.0,1.0,North,2012/2013,LONGLANDS ROAD EAST,RIVERSLEA ROAD SOUTH,Minor Crash,No,2013,North,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1468700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
503222,1929431.0,5606034.0,547700.0,1.0,0.0,1.0,Null,2007/2008,ST AUBYN ST WEST,GRAYS ROAD,Minor Crash,No,2008,South,0.0,,Flat,,,,,Bright sun,1488100.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
685637,1927296.0,5605131.0,545761.0,0.0,0.0,1.0,Null,2006/2007,SH 50A,MARAEKAKAHO ROAD,Non-Injury Crash,Yes,2007,North,0.0,,Flat,,,,,Overcast,1469905.0,0.0,0.0,0.0,2.0,1.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Light rain
561985,1932575.0,5608502.0,545721.0,0.0,0.0,0.0,Null,2018/2019,RUAHAPIA ROAD,WHAKATU ROAD,Non-Injury Crash,No,2018,South,0.0,,Flat,,,,,Overcast,1471600.0,0.0,0.0,0.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Fine
390345,1929556.0,5600682.0,545762.0,0.0,0.0,1.0,West,2004/2005,TE AUTE ROAD,MOUNT ERIN ROAD,Minor Crash,No,2005,West,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1465300.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
160651,1928503.0,5606043.0,548500.0,0.0,0.0,2.0,Null,2003/2004,MARAEKAKAHO ROAD,ORCHARD ROAD,Minor Crash,No,2003,South,0.0,0.0,Flat,0.0,Christmas New Year,0.0,0.0,Bright sun,1479600.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Traffic Signals,0.0,1.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
489020,1929137.0,5605815.0,547700.0,0.0,0.0,1.0,Null,2000/2001,HERETAUNGA ST WEST,GRAYS ROAD,Non-Injury Crash,No,2001,West,0.0,,Flat,,,,,Dark,1487300.0,0.0,1.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
113529,1929344.0,5605544.0,547700.0,0.0,0.0,1.0,Null,2009/2010,HERETAUNGA ST WEST,TOMOANA ROAD,Non-Injury Crash,No,2010,East,0.0,,Flat,,,,,Overcast,1487900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
449972,1933687.0,5600606.0,548821.0,0.0,0.0,1.0,South,2004/2005,TAINUI DRIVE,HIKANUI DRIVE,Non-Injury Crash,No,2005,West,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1507900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
139877,1934762.0,5609882.0,545832.0,0.0,0.0,1.0,South,2009/2010,FARNDON ROAD,KOHUPATIKI ROAD S,Non-Injury Crash,No,2009,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Bright sun,1404300.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Bridge,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
561484,1930279.0,5605099.0,548200.0,0.0,0.0,1.0,Null,2010/2011,ELLISON ROAD,KARAMU ROAD NORTH,Non-Injury Crash,No,2011,West,0.0,,Flat,,,,,Overcast,1494100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
593306,1919264.0,5646822.0,545811.0,0.0,0.0,2.0,South,2001/2002,SH 5,OLD TAUPO COACH ROAD,Non-Injury Crash,Yes,2001,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1414600.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
223070,1929418.5126,5606545.1435,547600.0,0.0,0.0,2.0,South,2018/2019,FITZROY AVENUE,DENNETT STREET,Non-Injury Crash,No,2018,South,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1485100.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
609240,1931613.0,5608421.0,545710.0,0.0,0.0,2.0,Null,2009/2010,PAKOWHAI ROAD,ELWOOD ROAD,Non-Injury Crash,No,2009,South,0.0,,Flat,,,,,Bright sun,1471100.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Fine
348617,1927937.0,5601794.0,545762.0,0.0,0.0,1.0,North,2009/2010,RIVERSLEA ROAD SOUTH,LONGLANDS ROAD EAST,Minor Crash,No,2009,South,0.0,0.0,Flat,0.0,,0.0,0.0,Twilight,1468400.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Off,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
700888,1925584.0,5606179.0,548620.0,0.0,0.0,1.0,South,2002/2003,MONTROSE PLACE,MONTROSE ST,Minor Crash,No,2003,North,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1475600.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
418769,1929851.0,5605477.0,548200.0,0.0,0.0,2.0,Null,2008/2009,NELSON ST NORTH,ST AUBYN ST WEST,Minor Crash,No,2009,South,0.0,,Flat,,,,,Dark,1491000.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
388538,1931174.0,5600062.0,548822.0,0.0,0.0,1.0,Null,2013/2014,GILPIN ROAD,MIDDLE ROAD,Non-Injury Crash,No,2014,South,0.0,0.0,Hill Road,0.0,,0.0,0.0,Dark,1465601.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
264836,1930916.0,5604134.0,548100.0,0.0,0.0,1.0,North,1999/2000,PARK ROAD NORTH,ST AUBYN ST EAST,Non-Injury Crash,No,2000,North,0.0,1.0,Flat,0.0,Easter,0.0,0.0,Overcast,1501300.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
71532,1930724.0,5605372.0,548200.0,0.0,0.0,1.0,Null,2006/2007,KARAMU ROAD NORTH,JERVOIS ST,Minor Crash,No,2007,South,0.0,,Flat,,,,,Bright sun,1494300.0,1.0,0.0,1.0,3.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
712319,1930262.0,5605126.0,548200.0,0.0,0.0,1.0,Null,2003/2004,Z CPK CAT & FIDDLE,SH 2/ELLISON,Non-Injury Crash,No,2004,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1494100.0,0.0,0.0,0.0,0.0,0.0,1.0,,Hawke's Bay Region,Nil,Off road,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Urban,1.0,0.0,0.0,Fine
340193,1930185.0,5605031.0,548200.0,0.0,0.0,1.0,Null,2007/2008,ST AUBYN ST EAST,ST AUBYN ST,Non-Injury Crash,No,2008,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1494100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
168844,1936456.0,5590196.0,545860.0,0.0,0.0,0.0,South,2010/2011,MARAETOTARA ROAD,WAIMARAMA ROAD,Non-Injury Crash,No,2011,South,0.0,1.0,Hill Road,0.0,,0.0,0.0,Dark,1467500.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,1.0,0.0,0.0,Fine
427348,1931019.0,5604980.0,548000.0,1.0,0.0,1.0,Null,2017/2018,WILLOWPARK ROAD NORTH,JERVOIS ST,Minor Crash,No,2017,West,0.0,,Flat,,,,,Dark,1497600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
230683,1925775.0,5606517.0,548620.0,0.0,0.0,1.0,West,2002/2003,WILSON ROAD,FLAXMERE AVENUE,Minor Crash,No,2002,East,0.0,,Flat,,,,,Bright sun,1476500.0,1.0,0.0,0.0,2.0,0.0,,1.0,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
270398,1932702.0,5611843.0,545832.0,0.0,0.0,1.0,Null,2003/2004,BROOKFIELDS ROAD,GILBERTSON ROAD,Minor Crash,No,2003,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1403900.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,1.0,0.0,Open,0.0,0.0,0.0,Fine
583609,1920156.0,5627470.0,545821.0,0.0,0.0,1.0,South,2004/2005,PUKETITIRI ROAD,SOLDIERS SETTLEMENT ROAD,Non-Injury Crash,No,2005,North,0.0,0.0,Hill Road,1.0,,0.0,0.0,Dark,1411100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Mist or Fog
67134,1925870.0,5606578.0,548620.0,0.0,0.0,2.0,Null,2001/2002,FLAXMERE AVENUE,WILSON ROAD,Non-Injury Crash,No,2002,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1475800.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
138544,1930292.0,5606247.0,547600.0,0.0,0.0,2.0,East,2007/2008,CORNWALL ROAD,TOMOANA ROAD,Non-Injury Crash,No,2008,East,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1483600.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Light rain
637242,1909332.2363,5604760.6349,545841.0,0.0,0.0,1.0,East,2019/2020,SH 50,QUARRY BR,Minor Crash,Yes,2020,East,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,1462700.0,1.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
132595,1922697.0,5596241.0,545851.0,0.0,0.0,1.0,South,2000/2001,SH 2,STOCK ROAD,Non-Injury Crash,Yes,2001,South,0.0,,Flat,,,,,Overcast,1463900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Open,0.0,,,Fine
576707,1924399.0,5603646.0,545842.0,0.0,0.0,3.0,Null,2017/2018,MARAEKAKAHO ROAD,STOCK ROAD,Non-Injury Crash,No,2018,East,0.0,,Flat,,,,,Overcast,1470213.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Open,0.0,,,Heavy rain
411988,1930100.0,5605661.0,548200.0,0.0,0.0,0.0,Null,2012/2013,NELSON ST NORTH,FITZROY AVENUE,Minor Crash,No,2012,West,0.0,,Flat,,,,,Bright sun,1491100.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,2.0,,,Fine
275285,1930341.0,5604822.0,548200.0,0.0,0.0,3.0,Null,2013/2014,ST AUBYN ST EAST,HASTINGS ST NORTH,Non-Injury Crash,No,2014,South,0.0,,Flat,,,,,Bright sun,1494400.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
41478,1929657.0,5605330.0,548200.0,0.0,0.0,1.0,Null,2013/2014,NELSON ST NORTH,QUEEN ST WEST,Non-Injury Crash,No,2014,East,0.0,,Flat,,,,,Bright sun,1490800.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Off,1.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
215727,1920543.5734,5627454.8071,545821.0,0.0,0.0,1.0,South,2019/2020,PUKETITIRI ROAD,SOLDIERS SETTLEMENT ROAD,Non-Injury Crash,No,2019,East,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1411100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
172250,1929560.0,5605258.0,548200.0,0.0,0.0,2.0,Null,2010/2011,HERETAUNGA ST WEST,NELSON ST NORTH,Non-Injury Crash,No,2011,South,0.0,,Flat,,,,,Bright sun,1490100.0,0.0,0.0,0.0,4.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Traffic Signals,,,,,0.0,0.0,Urban,0.0,,,Fine
734296,1923717.0,5607300.0,548611.0,0.0,0.0,1.0,Null,2005/2006,DIAZ DRIVE,PORTSMOUTH ROAD,Non-Injury Crash,No,2005,West,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1473901.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
4935,1927703.0,5607325.0,547800.0,0.0,0.0,2.0,South,2001/2002,OMAHU ROAD,SH 50A,Non-Injury Crash,No,2002,East,0.0,,Flat,,,,,Bright sun,1476600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Nil,,,,,0.0,0.0,Urban,0.0,,,Fine
61836,1914186.0,5656905.0,545911.0,0.0,0.0,1.0,South,1999/2000,SH 5,MOHAKA BR,Non-Injury Crash,Yes,2000,South,0.0,,Hill Road,,,,,Overcast,1415900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,Null,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Open,1.0,,,Light rain
281743,1908549.0,5665026.0,545911.0,0.0,0.0,1.0,North,2014/2015,SH 5,KOWARO ROADWAY,Non-Injury Crash,Yes,2014,South,0.0,1.0,Hill Road,0.0,,0.0,0.0,Overcast,1414400.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,1.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Light rain
237846,1929560.0,5605258.0,548200.0,0.0,0.0,1.0,Null,2001/2002,HERETAUNGA ST WEST,NELSON ST NORTH,Non-Injury Crash,No,2001,South,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1490100.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Traffic Signals,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
529320,1916431.0,5654721.0,545911.0,0.0,0.0,0.0,East,2009/2010,SH 5,WAITARA ROAD,Serious Crash,Yes,2009,South,0.0,0.0,Hill Road,0.0,,0.0,1.0,Overcast,1415900.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,1.0,0.0,100.0,0.0,Null,1.0,0.0,,30.0,Hastings District,Nil,0.0,1.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
41704,1927447.0,5602430.0,545762.0,0.0,0.0,1.0,North,2003/2004,RAILWAY ROAD SOUTH,LONGLANDS ROAD EAST,Non-Injury Crash,No,2003,North,0.0,1.0,Flat,0.0,,0.0,0.0,Bright sun,1468200.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Bridge,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
707188,1929464.0,5605185.0,548200.0,0.0,0.0,2.0,Null,2012/2013,NELSON ST SOUTH,EASTBOURNE ST WEST,Non-Injury Crash,No,2013,South,0.0,,Flat,,,,,Bright sun,1488900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,1.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
108391,1931091.0,5604885.0,548000.0,0.0,0.0,1.0,Null,2000/2001,JERVOIS ST,PRINCES ST,Non-Injury Crash,No,2001,East,0.0,1.0,Flat,0.0,,0.0,0.0,Dark,1497700.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,On,0.0,0.0,,30.0,Hastings District,Give way,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
617421,1931615.5423,5608416.3332,545721.0,0.0,0.0,2.0,Null,2019/2020,ELWOOD ROAD,PAKOWHAI ROAD,Non-Injury Crash,No,2020,North,0.0,,Flat,,,,,Bright sun,1471600.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Off,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Open,0.0,,,Fine
565315,1928842.0,5603900.0,547900.0,0.0,0.0,2.0,Null,2006/2007,RAILWAY ROAD,MURDOCH ROAD WEST,Minor Crash,No,2006,West,0.0,,Flat,,,,,Bright sun,1482600.0,1.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,70.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,0.0,,,Fine
36764,1929048.0,5605934.0,547700.0,0.0,0.0,1.0,Null,2016/2017,HERETAUNGA ST WEST,GALLIEN ST,Non-Injury Crash,No,2016,North,0.0,,Flat,,,,,Bright sun,1487300.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,Null,0.0,0.0,,30.0,Hastings District,Stop,,,,,0.0,0.0,Urban,1.0,,,Fine
603079,1926983.5082,5608433.2172,545710.0,0.0,0.0,1.0,North,2019/2020,RAUPARE ROAD,THOMPSON ROAD,Non-Injury Crash,No,2020,South,0.0,0.0,Flat,0.0,,0.0,0.0,Bright sun,1471000.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,1.0,0.0,0.0,Open,0.0,0.0,0.0,Fine
155067,1938598.0,5594580.0,545860.0,0.0,0.0,1.0,North,2005/2006,WAIMARAMA ROAD,MARAETOTARA ROAD,Non-Injury Crash,No,2006,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1467200.0,0.0,0.0,0.0,2.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
449148,1928942.0,5606074.0,547700.0,0.0,0.0,2.0,North,2016/2017,HERETAUNGA ST WEST,DAVIS ST,Non-Injury Crash,No,2016,North,0.0,0.0,Flat,0.0,,0.0,0.0,Overcast,1486000.0,0.0,0.0,0.0,2.0,0.0,1.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,0.0,50.0,0.0,Null,0.0,0.0,,30.0,Hastings District,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Urban,0.0,0.0,0.0,Fine
692803,1930508.6504,5607578.7766,545721.0,0.0,1.0,1.0,Null,2019/2020,PAKOWHAI ROAD,EVENDEN ROAD,Non-Injury Crash,No,2020,South,0.0,,Flat,,,,,Dark,1471401.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,50.0,,On,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Urban,0.0,,,Fine
307897,1937413.0,5606316.0,545740.0,0.0,0.0,1.0,North,2000/2001,TUKITUKI ROAD,TENNANT ROAD,Serious Crash,No,2000,North,0.0,0.0,Flat,0.0,,0.0,0.0,Dark,1407700.0,0.0,0.0,0.0,1.0,0.0,0.0,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,2.0,0.0,100.0,0.0,None,0.0,0.0,,30.0,Hastings District,Nil,0.0,0.0,0.0,0.0,0.0,0.0,Open,0.0,0.0,0.0,Heavy rain
526206,1931022.0,5613782.0,545831.0,0.0,0.0,1.0,Null,2015/2016,PAKOWHAI ON SBD,SH 50,Non-Injury Crash,Yes,2015,West,0.0,,Flat,,,,,Overcast,1404600.0,0.0,0.0,0.0,,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Null,0.0,0.0,,30.0,Hastings District,Give way,,,,,0.0,0.0,Open,1.0,,,Heavy rain
23517,1931526.8074,5612758.4915,545832.0,0.0,0.0,2.0,South,2018/2019,PAKOWHAI ROAD,ALLEN ROAD,Non-Injury Crash,No,2019,South,0.0,,Flat,,,,,Bright sun,1403900.0,0.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,80.0,,Off,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Open,1.0,,,Fine
474383,1931138.0,5614080.0,545831.0,0.0,0.0,2.0,North,2015/2016,SH 50,PAKOWHAI ON NBD,Minor Crash,Yes,2016,North,0.0,,Flat,,,,,Dark,1404600.0,2.0,0.0,0.0,2.0,0.0,,,Hawke's Bay Region,Nil,2-way,Sealed,0.0,0.0,,100.0,,On,0.0,0.0,,30.0,Hastings District,Unknown,,,,,0.0,0.0,Open,0.0,,,Fine
